model,split,precision_pos,recall_pos,f1_pos
signal,train,0.5135983263598326,0.6635135135135135,0.5790094339622641
signal,val,0.4166666666666667,0.47468354430379744,0.4437869822485207
signal,test,0.49056603773584906,0.7428571428571429,0.5909090909090909
direction,train,0.5518248175182482,0.9642857142857143,0.7019498607242339
direction,val,0.4605263157894737,0.9790209790209791,0.6263982102908278
direction,test,0.6039603960396039,0.953125,0.7393939393939394
