model,split,precision_pos,recall_pos,f1_pos
signal,train,0.9733656174334141,0.730909090909091,0.8348909657320872
signal,val,0.7837837837837838,0.4264705882352941,0.5523809523809524
signal,test,0.784,0.593939393939394,0.6758620689655173
direction,train,0.8088888888888889,0.7165354330708661,0.7599164926931107
direction,val,0.68,0.5230769230769231,0.591304347826087
direction,test,0.7763157894736842,0.6210526315789474,0.6900584795321637
