model,split,precision_pos,recall_pos,f1_pos
signal,train,0.6949152542372882,0.8541666666666666,0.7663551401869159
signal,val,0.29927007299270075,0.36607142857142855,0.3293172690763052
signal,test,0.27472527472527475,0.46296296296296297,0.3448275862068966
direction,train,0.4878472222222222,1.0,0.6557759626604434
direction,val,0.5446428571428571,1.0,0.7052023121387283
direction,test,0.7777777777777778,1.0,0.875
