model,split,precision_pos,recall_pos,f1_pos
signal,train,0.9930232558139535,0.789279112754159,0.8795056642636457
signal,val,0.7567567567567568,0.4117647058823529,0.5333333333333333
signal,test,0.7913043478260869,0.5515151515151515,0.65
direction,train,0.8153153153153153,0.724,0.7669491525423728
direction,val,0.7222222222222222,0.6,0.6554621848739496
direction,test,0.7894736842105263,0.631578947368421,0.7017543859649122
