model,split,precision_pos,recall_pos,f1_pos
signal,train,0.9658634538152611,0.846830985915493,0.9024390243902439
signal,val,0.7777777777777778,0.7716535433070866,0.7747035573122529
signal,test,0.8277777777777777,0.8232044198895028,0.8254847645429363
direction,train,0.7714285714285715,0.8901098901098901,0.826530612244898
direction,val,0.7794117647058824,0.828125,0.803030303030303
direction,test,0.7941176470588235,0.7864077669902912,0.7902439024390244
