model,split,precision_pos,recall_pos,f1_pos
signal,train,0.7864768683274022,0.9692982456140351,0.8683693516699411
signal,val,0.2807017543859649,0.43243243243243246,0.3404255319148936
signal,test,0.26595744680851063,0.45454545454545453,0.33557046979865773
direction,train,0.4473684210526316,1.0,0.6181818181818182
direction,val,0.3783783783783784,1.0,0.5490196078431373
direction,test,0.7454545454545455,1.0,0.8541666666666666
