model,split,precision_pos,recall_pos,f1_pos
signal,train,0.6363636363636364,0.6786188579017264,0.6568123393316195
signal,val,0.3706293706293706,0.43089430894308944,0.39849624060150374
signal,test,0.42574257425742573,0.5119047619047619,0.4648648648648649
direction,train,0.8272506082725061,0.8607594936708861,0.8436724565756824
direction,val,0.8392857142857143,0.7833333333333333,0.8103448275862069
direction,test,0.8666666666666667,0.7647058823529411,0.8125
