model,split,precision_pos,recall_pos,f1_pos
signal,train,0.44327176781002636,0.7241379310344828,0.5499181669394435
signal,val,0.16911764705882354,0.3484848484848485,0.22772277227722773
signal,test,0.23478260869565218,0.7297297297297297,0.35526315789473684
direction,train,0.8185185185185185,0.9650655021834061,0.8857715430861723
direction,val,0.7954545454545454,0.8974358974358975,0.8433734939759037
direction,test,0.8125,0.9629629629629629,0.8813559322033898
