model,split,precision_pos,recall_pos,f1_pos
signal,train,0.46078431372549017,0.7580645161290323,0.573170731707317
signal,val,0.2054794520547945,0.39473684210526316,0.2702702702702703
signal,test,0.16923076923076924,0.1864406779661017,0.1774193548387097
direction,train,0.61,0.782051282051282,0.6853932584269663
direction,val,0.34615384615384615,0.6,0.43902439024390244
direction,test,0.627906976744186,0.675,0.6506024096385542
