model,split,precision_pos,recall_pos,f1_pos
signal,train,0.9198606271777003,0.9850746268656716,0.9513513513513514
signal,val,0.35714285714285715,0.2777777777777778,0.3125
signal,test,0.43023255813953487,0.43023255813953487,0.43023255813953487
direction,train,0.9658119658119658,0.904,0.9338842975206612
direction,val,0.8,0.6666666666666666,0.7272727272727273
direction,test,0.8292682926829268,0.6296296296296297,0.7157894736842105
