model,split,precision_pos,recall_pos,f1_pos
signal,train,0.9994526546250684,0.9012833168805529,0.9478328575136258
signal,val,0.8953488372093024,0.7921810699588477,0.8406113537117904
signal,test,0.9044368600682594,0.9397163120567376,0.9217391304347826
direction,train,0.48709315375982043,0.9548954895489549,0.6451133407655146
direction,val,0.42920353982300885,0.9371980676328503,0.5887708649468892
direction,test,0.5354330708661418,0.9379310344827586,0.681704260651629
