model,split,precision_pos,recall_pos,f1_pos
signal,train,0.8104448742746615,0.8498985801217038,0.8297029702970297
signal,val,,,
signal,test,0.4152542372881356,0.550561797752809,0.47342995169082125
direction,train,0.9731285988483686,0.9863813229571985,0.9797101449275363
direction,val,,,
direction,test,0.6190476190476191,0.40625,0.49056603773584906
