model,split,precision_pos,recall_pos,f1_pos
signal,train,0.9974921630094044,0.8794914317302377,0.9347826086956522
signal,val,0.8503401360544217,0.8680555555555556,0.8591065292096219
signal,test,0.9306930693069307,0.9306930693069307,0.9306930693069307
direction,train,0.694980694980695,0.8372093023255814,0.759493670886076
direction,val,0.6770428015564203,0.8529411764705882,0.754880694143167
direction,test,0.7636363636363637,0.75,0.7567567567567568
