model,split,precision_pos,recall_pos,f1_pos
signal,train,1.0,0.9577464788732394,0.9784172661870504
signal,val,0.8540145985401459,0.7748344370860927,0.8125
signal,test,0.9329896907216495,0.8960396039603961,0.9141414141414141
direction,train,0.7571428571428571,0.8922558922558923,0.8191653786707882
direction,val,0.6666666666666666,0.8169014084507042,0.7341772151898734
direction,test,0.7522123893805309,0.7589285714285714,0.7555555555555555
