model,split,precision_pos,recall_pos,f1_pos
signal,train,0.7736486486486487,0.8740458015267175,0.8207885304659498
signal,val,0.43859649122807015,0.43859649122807015,0.43859649122807015
signal,test,0.4,0.40963855421686746,0.40476190476190477
direction,train,0.8923076923076924,0.943089430894309,0.9169960474308301
direction,val,0.84,0.875,0.8571428571428571
direction,test,0.8571428571428571,0.72,0.782608695652174
