model,split,precision_pos,recall_pos,f1_pos
signal,train,0.7658371040723982,0.9897660818713451,0.8635204081632653
signal,val,0.7667525773195877,0.9949832775919732,0.86608442503639
signal,test,0.772,1.0,0.871331828442438
direction,train,0.6584905660377358,0.49857142857142855,0.567479674796748
direction,val,0.5024154589371981,0.3674911660777385,0.42448979591836733
direction,test,0.5476190476190477,0.4144144144144144,0.4717948717948718
