model,split,precision_pos,recall_pos,f1_pos
signal,train,0.968724279835391,0.8248072880168185,0.8909916729750189
signal,val,0.7272727272727273,0.6645367412140575,0.6944908180300501
signal,test,0.807909604519774,0.7333333333333333,0.7688172043010753
direction,train,0.5108381502890174,1.0,0.676231468197035
direction,val,0.4967741935483871,1.0,0.6637931034482759
direction,test,0.578125,0.9910714285714286,0.7302631578947368
