model,split,precision_pos,recall_pos,f1_pos
signal,train,0.0,0.0,0.0
signal,val,0.0,0.0,0.0
signal,test,0.0,0.0,0.0
direction,train,0.8620689655172413,0.5076142131979695,0.6389776357827476
direction,val,0.6363636363636364,0.15555555555555556,0.25
direction,test,0.8292682926829268,0.4722222222222222,0.6017699115044248
