model,split,precision_pos,recall_pos,f1_pos
signal,train,0.5732410611303345,0.6808219178082192,0.6224170319348779
signal,val,0.26900584795321636,0.34074074074074073,0.3006535947712418
signal,test,0.36220472440944884,0.6216216216216216,0.4577114427860697
direction,train,0.7306889352818372,0.9615384615384616,0.830367734282325
direction,val,0.6886792452830188,0.9358974358974359,0.7934782608695652
direction,test,0.7272727272727273,0.8888888888888888,0.8
