model,split,precision_pos,recall_pos,f1_pos
signal,train,0.48777648428405124,0.6758064516129032,0.5665990534144693
signal,val,0.22077922077922077,0.2982456140350877,0.2537313432835821
signal,test,0.2827586206896552,0.7192982456140351,0.40594059405940597
direction,train,0.7994350282485876,0.930921052631579,0.8601823708206687
direction,val,0.7808219178082192,0.8636363636363636,0.8201438848920863
direction,test,0.8372093023255814,0.8372093023255814,0.8372093023255814
