split,class,precision,recall,f1,support
train,up,0.6147186147186147,0.9403973509933775,0.743455497382199,151.0
val,up,0.46875,0.36585365853658536,0.410958904109589,41.0
test,up,0.5211267605633803,0.5285714285714286,0.524822695035461,70.0
