model,split,precision_pos,recall_pos,f1_pos
signal,train,0.5443786982248521,0.731610337972167,0.6242578456318915
signal,val,0.3879310344827586,0.5844155844155844,0.46632124352331605
signal,test,0.328,0.7192982456140351,0.45054945054945056
direction,train,0.8089171974522293,0.9584905660377359,0.8773747841105354
direction,val,0.60625,0.9238095238095239,0.7320754716981132
direction,test,0.8163265306122449,0.9302325581395349,0.8695652173913043
